word,meaning,source,morphology,root,processes,type,meaning2,form,normalized_form
"bañgkíto, banquíto","small bench, stool",Dictionary B,"{""root"":""bañgkíto, banquí"",""processes"":[{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""}]}",,,,,"bañgkíto, banquíto","bangkito, banquito"
bañgno,when (not interrogative),Dictionary B,"{""root"":""bañgno"",""processes"":[]}",,,,,bañgno,bangno
bañgón,"to arise, wake, get up from bed (on -)",Dictionary B,"{""root"":""bañgón"",""processes"":[]}",,,,,bañgón,bangon
bañgós,milk fish,Dictionary B,"{""root"":""bañgós"",""processes"":[]}",,,,,bañgós,bangos
báñgta,but then,Dictionary B,"{""root"":""báñg"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",,,,,báñgta,bangta
báog,skin,Dictionary B,"{""root"":""báog"",""processes"":[]}",,,,,báog,baog
baráan,"to make excuses, complain",Dictionary B,"{""root"":""bará"",""processes"":[{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",,,,,baráan,baraan
baráñg,"bolo, large knife, machete",Dictionary B,"{""root"":""baráñg"",""processes"":[]}",,,,,baráñg,barang
baríber,to surround (on -),Dictionary B,"{""root"":""baríber"",""processes"":[]}",,,,,baríber,bariber
bárrio,division of municipality equivalent to ward,Dictionary B,"{""root"":""bárrio"",""processes"":[]}",,,,,bárrio,barrio
barís,"measles; small spots on legs, arms, etc. symptomatic of measles and similar diseases",Dictionary B,"{""root"":""barís"",""processes"":[]}",,,,,barís,baris
baríta,bar of soap,Dictionary B,"{""root"":""barí"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",,,,,baríta,barita
barkó,"vessel, ship",Dictionary B,"{""root"":""barkó"",""processes"":[]}",,,,,barkó,barko
bároy,to journey,Dictionary B,"{""root"":""bároy"",""processes"":[]}",,,,,bároy,baroy
baróñg,to resent (on -),Dictionary B,"{""root"":""baróñg"",""processes"":[]}",,,,,baróñg,barong
bása,to read (man -),Dictionary B,"{""root"":""bása"",""processes"":[]}",,,,,bása,basa
basá,to become wet (on -); to wet (maN -),Dictionary B,"{""root"":""basá"",""processes"":[]}",,,,,basá,basa
ambasá,"wet, damp",Dictionary B,"{""root"":""basá"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,ambasá,ambasa
básarot,to pout (on -),Dictionary B,"{""root"":""básarot"",""processes"":[]}",,,,,básarot,basarot
básbas,future,Dictionary B,"{""root"":""básbas"",""processes"":[]}",,,,,básbas,basbas
basbás,chaperone,Dictionary B,"{""root"":""basbás"",""processes"":[]}",,,,,basbás,basbas
bási,base (usu. military base),Dictionary B,"{""root"":""bási"",""processes"":[]}",,,,,bási,basi
basí,liquor made from fermented sugar cane,Dictionary B,"{""root"":""basí"",""processes"":[]}",,,,,basí,basi
basíg,to be shaken violently (e.g. by the wind) (man -); be struck by the ground etc. when falling,Dictionary B,"{""root"":""basíg"",""processes"":[]}",,,,,basíg,basig
basíkaw,curve; archway,Dictionary B,"{""root"":""basíkaw"",""processes"":[]}",,,,,basíkaw,basikaw
básil,"to go out, go away (on -, man -); banish (-en)",Dictionary B,"{""root"":""básil"",""processes"":[]}",,,,,básil,basil
basiñgkáwel,campaign,Dictionary B,"{""root"":""basiñgkáwel"",""processes"":[]}",,,,,basiñgkáwel,basingkawel
básis,"to sneeze (on -, man -)",Dictionary B,"{""root"":""básis"",""processes"":[]}",,,,,básis,basis
básket,basket,Dictionary B,"{""root"":""básket"",""processes"":[]}",,,,,básket,basket
báso,drinking glass,Dictionary B,"{""root"":""báso"",""processes"":[]}",,,,,báso,baso
basúra,"rubbish, trash",Dictionary B,"{""root"":""basúra"",""processes"":[]}",,,,,basúra,basura
báston,cane,Dictionary B,"{""root"":""báston"",""processes"":[]}",,,,,báston,baston
bástos,"indecent, rude (also used as an exclamation of disgust or disapproval)",Dictionary B,"{""root"":""bástos"",""processes"":[]}",,,,,bástos,bastos
batáan,"boy, helper",Dictionary B,"{""root"":""batá"",""processes"":[{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",,,,,batáan,bataan
batalán,"bamboo platform annexed to house, where clothes are washed etc.",Dictionary B,"{""root"":""batalán"",""processes"":[]}",,,,,batalán,batalan
baték,"spackling and dappling of colors; spot; color of paper, fabric, etc.; dye",Dictionary B,"{""root"":""baték"",""processes"":[]}",,,,,baték,batek
batér,"to stumble, trip on something",Dictionary B,"{""root"":""batér"",""processes"":[]}",,,,,batér,bater
batí,to beat (eggs etc.),Dictionary B,"{""root"":""batí"",""processes"":[]}",,,,,batí,bati
batík,"to run (on -); to run off with (any object), elope (mañgi-)",Dictionary B,"{""root"":""batík"",""processes"":[]}",,,,,batík,batik
batíl,(welts etc. caused by) insect bites,Dictionary B,"{""root"":""batíl"",""processes"":[]}",,,,,batíl,batil
batiñgtíñg,"stone, rock",Dictionary B,"{""root"":""batiñgtíñg"",""processes"":[]}",,,,,batiñgtíñg,batingting
batók,kidney,Dictionary B,"{""root"":""batók"",""processes"":[]}",,,,,batók,batok
batyá,shallow basin for washing clothes etc.,Dictionary B,"{""root"":""batyá"",""processes"":[]}",,,,,batyá,batya
bawág,to publicize (on -),Dictionary B,"{""root"":""bawág"",""processes"":[]}",,,,,bawág,bawag
báwañg,garlic,Dictionary B,"{""root"":""báwañg"",""processes"":[]}",,,,,báwañg,bawang
bawás,to reduce,Dictionary B,"{""root"":""bawás"",""processes"":[]}",,,,,bawás,bawas
báwi,"to recover what one has lost, given, etc.",Dictionary B,"{""root"":""báwi"",""processes"":[]}",,,,,báwi,bawi
bayág,"to delay, tarry",Dictionary B,"{""root"":""bayág"",""processes"":[]}",,,,,bayág,bayag
mabayág,long (of time),Dictionary B,"{""root"":""bayág"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,mabayág,mabayag
abayág,it has been a long time,Dictionary B,"{""root"":""abayág"",""processes"":[]}",,,,,abayág,abayag
bayaóng,small species of bee,Dictionary B,"{""root"":""bayaóng"",""processes"":[]}",,,,,bayaóng,bayaong
báyar,to pay,Dictionary B,"{""root"":""báyar"",""processes"":[]}",,,,,báyar,bayar
bayarán,payment,Dictionary B,"{""root"":""bayarán"",""processes"":[]}",,,,,bayarán,bayaran
bayáw,brother-in-law,Dictionary B,"{""root"":""bayáw"",""processes"":[]}",,,,,bayáw,bayaw
bayáwas,guava,Dictionary B,"{""root"":""bayáwas"",""processes"":[]}",,,,,bayáwas,bayawas
baybáy,"sea, seaside",Dictionary B,"{""root"":""baybáy"",""processes"":[]}",,,,,baybáy,baybay
bayés,to borrow (on -),Dictionary B,"{""root"":""bayés"",""processes"":[]}",,,,,bayés,bayes
pabayés,to lend,Dictionary B,"{""root"":""bayés"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,pabayés,pabayes
báyo,to pound (-en ),Dictionary B,"{""root"":""bá"",""processes"":[{""type"":""suffix"",""meaning"":""2pl genitive enclitic"",""form"":""-yo"",""normalized_form"":""yo""}]}",,,,,báyo,bayo
bayúbo,to cultivate (man -),Dictionary B,"{""root"":""bayúbo"",""processes"":[]}",,,,,bayúbo,bayubo
bayóng,bag made of buri or pandan leaves,Dictionary B,"{""root"":""bayóng"",""processes"":[]}",,,,,bayóng,bayong
bebá,low; become lower (than) (on -),Dictionary B,"{""root"":""bebá"",""processes"":[]}",,,,,bebá,beba
abebá,"low, short",Dictionary B,"{""root"":""abebá"",""processes"":[]}",,,,,abebá,abeba
pabebá,"to lower, let down (man -, mangi -)",Dictionary B,"{""root"":""bebá"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,pabebá,pabeba
bebén,"be held, (= benben )",Dictionary B,"{""root"":""bebén"",""processes"":[]}",,,,,bebén,beben
béblay,illness,Dictionary B,"{""root"":""béblay"",""processes"":[]}",,,,,béblay,beblay
begnáw,to rinse,Dictionary B,"{""root"":""begnáw"",""processes"":[]}",,,,,begnáw,begnaw
begtá,"get-together, social occasion",Dictionary B,"{""root"":""begtá"",""processes"":[]}",,,,,begtá,begta
beká,to dig camote (man -),Dictionary B,"{""root"":""beká"",""processes"":[]}",,,,,beká,beka
bekás,"to say, mention; word, syllable, utterance",Dictionary B,"{""root"":""bekás"",""processes"":[]}",,,,,bekás,bekas
belás,"polished rice; to polish, mill rice (man -)",Dictionary B,"{""root"":""belás"",""processes"":[]}",,,,,belás,belas
belát,"weight, heaviness",Dictionary B,"{""root"":""belát"",""processes"":[]}",,,,,belát,belat
ambelát,heavy,Dictionary B,"{""root"":""belát"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,ambelát,ambelat
ambelábelát,too heavy to be carried by one person,Dictionary B,"{""root"":""belát"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""},{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CVCV-"",""normalized_form"":""CVCV"",""partial_chunk"":""belá""}]}",,,,,ambelábelát,ambelabelat
belék,"piglet, suckling, pig",Dictionary B,"{""root"":""belék"",""processes"":[]}",,,,,belék,belek
bElÉn,Christmas crib,Dictionary B,"{""root"":""bElÉn"",""processes"":[]}",,,,,bElÉn,belen
belér,"bravery, courage",Dictionary B,"{""root"":""belér"",""processes"":[]}",,,,,belér,beler
kabelér,"valor, diehard courage",Dictionary B,"{""root"":""kabelér"",""processes"":[]}",,,,,kabelér,kabeler
belkág,to spread out (mangi -),Dictionary B,"{""root"":""belkág"",""processes"":[]}",,,,,belkág,belkag
vÉlo,veil,Dictionary B,"{""root"":""vÉlo"",""processes"":[]}",,,,,vÉlo,velo
béltañg,to cross (e.g. a street),Dictionary B,"{""root"":""béltañg"",""processes"":[]}",,,,,béltañg,beltang
bélyag,"to shout (man -); shout bElyÉr, bEllÉr soft (as e.g. the quality of cooked rice)",Dictionary B,"{""root"":""bélyag"",""processes"":[]}",,,,,bélyag,belyag
benbén,"to hold, be in possession of, arrest (on - (with the hand), man -); be held",Dictionary B,"{""root"":""benbén"",""processes"":[]}",,,,,benbén,benben
bendisyón,blessing; to bless (man -),Dictionary B,"{""root"":""bendisyón"",""processes"":[]}",,,,,bendisyón,bendisyon
benég,"back (anatomical or positional), behind; to turn one’s back, leave (on -)",Dictionary B,"{""root"":""benég"",""processes"":[]}",,,,,benég,beneg
benegán,"gone, be past",Dictionary B,"{""root"":""benegán"",""processes"":[]}",,,,,benegán,benegan
bentána,window,Dictionary B,"{""root"":""bentána"",""processes"":[]}",,,,,bentána,bentana
beñgát,only (= lambeñgát ),Dictionary B,"{""root"":""beñgát"",""processes"":[]}",,,,,beñgát,bengat
beñgat,la anything whatever,Dictionary B,"{""root"":""beñgat"",""processes"":[]}",,,,,beñgat,bengat
beñgér,"naughty, mischievous, always wanting",Dictionary B,"{""root"":""beñgér"",""processes"":[]}",,,,,beñgér,benger
berbér,bundle (e.g. of string beans); to bundle (man-),Dictionary B,"{""root"":""berbér"",""processes"":[]}",,,,,berbér,berber
vÉrbo,verb,Dictionary B,"{""root"":""vÉrbo"",""processes"":[]}",,,,,vÉrbo,verbo
bérdE,"green; become green (on -) bÉstída, bÉstído dress",Dictionary B,"{""root"":""bérdE"",""processes"":[]}",,,,,bérdE,berde
betág,"to crack, break (-en ); crack esp. in a clay pot",Dictionary B,"{""root"":""betág"",""processes"":[]}",,,,,betág,betag
nabtág,"(it) was broken, cracked",Dictionary B,"{""root"":""nabtág"",""processes"":[]}",,,,,nabtág,nabtag
beták,to split (on -),Dictionary B,"{""root"":""beták"",""processes"":[]}",,,,,beták,betak
betáñg,share to which one is entitled,Dictionary B,"{""root"":""betáñg"",""processes"":[]}",,,,,betáñg,betang
betbét,"early, always, often",Dictionary B,"{""root"":""betbét"",""processes"":[]}",,,,,betbét,betbet
mabetbét,"often 1betélcold, coolness",Dictionary B,"{""root"":""betbét"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,mabetbét,mabetbet
ambetél,"cold, cool",Dictionary B,"{""root"":""betél"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,ambetél,ambetel
pabetél,to cool (i -),Dictionary B,"{""root"":""betél"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,pabetél,pabetel
vétsin,"monosodium glutamate, a food seasoning",Dictionary B,"{""root"":""véts"",""processes"":[{""type"":""suffix"",""meaning"":""patient/theme focus (completed)"",""form"":""-in"",""normalized_form"":""in""}]}",,,,,vétsin,vetsin
biájE,"journey, trip",Dictionary B,"{""root"":""biájE"",""processes"":[]}",,,,,biájE,biaje
bíbi,baby (informal speech; otherwise anák is preferred),Dictionary B,"{""root"":""bíbi"",""processes"":[]}",,,,,bíbi,bibi
bibíl,lips; lower lip,Dictionary B,"{""root"":""bibíl"",""processes"":[]}",,,,,bibíl,bibil
bibíñgka,rice-cake usu. topped with red sugar,Dictionary B,"{""root"":""bibíñgka"",""processes"":[]}",,,,,bibíñgka,bibingka
bíblia,bible,Dictionary B,"{""root"":""bíblia"",""processes"":[]}",,,,,bíblia,biblia
biék,"opposite, over yonder",Dictionary B,"{""root"":""biék"",""processes"":[]}",,,,,biék,biek
biÉnEs,wealth,Dictionary B,"{""root"":""biÉnEs"",""processes"":[]}",,,,,biÉnEs,bienes
viÉrnes,Friday,Dictionary B,"{""root"":""viÉrnes"",""processes"":[]}",,,,,viÉrnes,viernes
bigaó,"winnowing basket, also shallow basket used as container for vegetables",Dictionary B,"{""root"":""bigaó"",""processes"":[]}",,,,,bigaó,bigao
bigís,"caterpillars, crawling grubs and insects (pl. bigíbigís )",Dictionary B,"{""root"":""bigís"",""processes"":[]}",,,,,bigís,bigis
"abigís, nabigís","was, could be affected by insect larvae ",Dictionary B,"{""root"":""abigís, nabigís"",""processes"":[]}",,,,,"abigís, nabigís","abigis, nabigis"
biglá,"abrupt, sudden; do abruptly, suddenly (on-, man -)",Dictionary B,"{""root"":""biglá"",""processes"":[]}",,,,,biglá,bigla
bíi,"woman, female",Dictionary B,"{""root"":""bíi"",""processes"":[]}",,,,,bíi,bii
biíg,"separate, set aside, appropriate, isolate (mañgi-); become separated etc. (on-) ",Dictionary B,"{""root"":""biíg"",""processes"":[]}",,,,,biíg,biig
bíkkel,commit suicide (man -),Dictionary B,"{""root"":""bíkkel"",""processes"":[]}",,,,,bíkkel,bikkel
bikkíñg,legs,Dictionary B,"{""root"":""bikkíñg"",""processes"":[]}",,,,,bikkíñg,bikking
biklér,to swallow (maN -),Dictionary B,"{""root"":""biklér"",""processes"":[]}",,,,,biklér,bikler
bikuér,"curve, bend (e.g. in a road or river)",Dictionary B,"{""root"":""bikuér"",""processes"":[]}",,,,,bikuér,bikuer
bikotkót,"to curve, walk tending to curve to one side (as e.g. when carrying something heavy) (man–)",Dictionary B,"{""root"":""bikotkót"",""processes"":[]}",,,,,bikotkót,bikotkot
bílañg,"for example (usu. follows siñgá ‘like, as if', or is reduplicated: bilbílañg)",Dictionary B,"{""root"":""bílañg"",""processes"":[]}",,,,,bílañg,bilang
biláñg,to count (man -); to care about (mañgi -),Dictionary B,"{""root"":""biláñg"",""processes"":[]}",,,,,biláñg,bilang
kabilañgán,caring (about),Dictionary B,"{""root"":""kabilañgán"",""processes"":[]}",,,,,kabilañgán,kabilangan
