word,meaning,source,morphology,root,processes,type,meaning2,form,normalized_form
ságotságot,to annoy (man -),Dictionary S,"{""root"":""ságot"",""processes"":[{""type"":""reduplication"",""meaning"":""full reduplication (intensifier/frequentative)"",""form"":""full"",""normalized_form"":""full""}]}",,,,,ságotságot,sagotsagot
sagrádo,"holy, blessed, sacred",Dictionary S,"{""root"":""sagrádo"",""processes"":[]}",,,,,sagrádo,sagrado
sagság,to puncture (man -),Dictionary S,"{""root"":""sagság"",""processes"":[]}",,,,,sagság,sagsag
ságwat,"accomplice, partner in an undertaking",Dictionary S,"{""root"":""ságwat"",""processes"":[]}",,,,,ságwat,sagwat
saíñg,to join two objects end to end,Dictionary S,"{""root"":""saíñg"",""processes"":[]}",,,,,saíñg,saing
saís,six,Dictionary S,"{""root"":""saís"",""processes"":[]}",,,,,saís,sais
saísenta,sixty,Dictionary S,"{""root"":""saís"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""},{""type"":""suffix"",""meaning"":""patient focus (non-completed)"",""form"":""-en"",""normalized_form"":""en""}]}",,,,,saísenta,saisenta
1saít,discuss something among several persons (man -),Dictionary S,"{""root"":""1saít"",""processes"":[]}",,,,,1saít,1sait
2saít,"to sharpen on a stone etc., whet",Dictionary S,"{""root"":""2saít"",""processes"":[]}",,,,,2saít,2sait
1saká,to strain starch etc. through cloth,Dictionary S,"{""root"":""1saká"",""processes"":[]}",,,,,1saká,1saka
2saká,(to a cat) scat!,Dictionary S,"{""root"":""2saká"",""processes"":[]}",,,,,2saká,2saka
sakál,"copy, transcribe",Dictionary S,"{""root"":""sakál"",""processes"":[]}",,,,,sakál,sakal
sakát,"to wade in mud, water, etc.",Dictionary S,"{""root"":""sakát"",""processes"":[]}",,,,,sakát,sakat
sakáy,to navigate (man -),Dictionary S,"{""root"":""sakáy"",""processes"":[]}",,,,,sakáy,sakay
sakayán,"ship, vessel",Dictionary S,"{""root"":""sakayán"",""processes"":[]}",,,,,sakayán,sakayan
sakbát,to carry on the shoulder (man -),Dictionary S,"{""root"":""sakbát"",""processes"":[]}",,,,,sakbát,sakbat
sakbáy,"be early, go early",Dictionary S,"{""root"":""sakbáy"",""processes"":[]}",,,,,sakbáy,sakbay
masakbáy,early,Dictionary S,"{""root"":""sakbáy"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masakbáy,masakbay
kasakbáy,before,Dictionary S,"{""root"":""kasakbáy"",""processes"":[]}",,,,,kasakbáy,kasakbay
1sakém,to clasp (man-),Dictionary S,"{""root"":""1sakém"",""processes"":[]}",,,,,1sakém,1sakem
2sakém,"= sákop, q.v",Dictionary S,"{""root"":""2sakém"",""processes"":[]}",,,,,2sakém,2sakem
sakéy,one,Dictionary S,"{""root"":""sakéy"",""processes"":[]}",,,,,sakéy,sakey
ikalabinsakéy,eleventh,Dictionary S,"{""root"":""kalabsakéy"",""processes"":[{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""},{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":5}]}",,,,,ikalabinsakéy,ikalabinsakey
komalabinsakéy,eleventh in order,Dictionary S,"{""root"":""komalabsakéy"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":7}]}",,,,,komalabinsakéy,komalabinsakey
labínsakéy,eleven,Dictionary S,"{""root"":""labínsakéy"",""processes"":[]}",,,,,labínsakéy,labinsakey
maminlabínsakéy,eleven times,Dictionary S,"{""root"":""nlabínsakéy"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""m""},{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",,,,,maminlabínsakéy,maminlabinsakey
sakéysakéy,one by one,Dictionary S,"{""root"":""sakéy"",""processes"":[{""type"":""reduplication"",""meaning"":""full reduplication (intensifier/frequentative)"",""form"":""full"",""normalized_form"":""full""}]}",,,,,sakéysakéy,sakeysakey
saksakéy,only one,Dictionary S,"{""root"":""sakéy"",""processes"":[{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CVC-"",""normalized_form"":""CVC"",""partial_chunk"":""sak""}]}",,,,,saksakéy,saksakey
sansasakéy,one each,Dictionary S,"{""root"":""sansasakéy"",""processes"":[]}",,,,,sansasakéy,sansasakey
sakít,"ache, disease, pain, sickness, hurt;become painful (on-); to hurt (-an)",Dictionary S,"{""root"":""sakít"",""processes"":[]}",,,,,sakít,sakit
ansakkét,"sticky rice, an especially glutinous variety of rice used especially in rice cakes etc.",Dictionary S,"{""root"":""sakkét"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",,,,,ansakkét,ansakket
1sakláñg,"to dine, serve food in a gathering, set the table for a guest, offer guest food (man-)",Dictionary S,"{""root"":""1sakláñg"",""processes"":[]}",,,,,1sakláñg,1saklang
2sakláñg,to ride a horse astride,Dictionary S,"{""root"":""2sakláñg"",""processes"":[]}",,,,,2sakláñg,2saklang
sakláy,"to carry a child astride one’s neck, or in a hammock",Dictionary S,"{""root"":""sakláy"",""processes"":[]}",,,,,sakláy,saklay
saklór,horn of animal,Dictionary S,"{""root"":""saklór"",""processes"":[]}",,,,,saklór,saklor
sakmál,to dissemble,Dictionary S,"{""root"":""sakmál"",""processes"":[]}",,,,,sakmál,sakmal
sáko,"bag, sack",Dictionary S,"{""root"":""sá"",""processes"":[{""type"":""suffix"",""meaning"":""1sg genitive enclitic"",""form"":""-ko"",""normalized_form"":""ko""}]}",,,,,sáko,sako
sakób,"cover, lid; to cover (-an )",Dictionary S,"{""root"":""sakób"",""processes"":[]}",,,,,sakób,sakob
sákop,"territory, jurisdiction; to absorb, acquire (-en)",Dictionary S,"{""root"":""sákop"",""processes"":[]}",,,,,sákop,sakop
asákop,"known, understood, within one’s comprehension",Dictionary S,"{""root"":""asákop"",""processes"":[]}",,,,,asákop,asakop
saksák,to stab with any pointed object 1sáladefect; difficulty in selling,Dictionary S,"{""root"":""saksák"",""processes"":[]}",,,,,saksák,saksak
1sála,"defect; difficulty in selling merchandise because of reluctant buyers; to miss a target, to be faulty (esp. of speech), be denied or unrealized (wish, petition, etc.) (on-)",Dictionary S,"{""root"":""1sála"",""processes"":[]}",,,,,1sála,1sala
2sála,living room,Dictionary S,"{""root"":""2sála"",""processes"":[]}",,,,,2sála,2sala
1salá,put smaller pieces of bamboo or other kinds of paling to fill up gaps between main posts in a fence,Dictionary S,"{""root"":""1salá"",""processes"":[]}",,,,,1salá,1sala
2salá,dirt at the edge of the bowl,Dictionary S,"{""root"":""2salá"",""processes"":[]}",,,,,2salá,2sala
salabát,to interrupt someone’s speech,Dictionary S,"{""root"":""salabát"",""processes"":[]}",,,,,salabát,salabat
saláda,salad,Dictionary S,"{""root"":""salá"",""processes"":[{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}]}",,,,,saláda,salada
saláksak,"a bird with red breast and green feathers, sometimes considered a bird of ill omen",Dictionary S,"{""root"":""saláksak"",""processes"":[]}",,,,,saláksak,salaksak
salámat,thanks; to thank (man -),Dictionary S,"{""root"":""salámat"",""processes"":[]}",,,,,salámat,salamat
salambáw,a specially constructed large fishing net,Dictionary S,"{""root"":""salambáw"",""processes"":[]}",,,,,salambáw,salambaw
salañgát,"to answer; interrupt, intrude into, or join a conversation",Dictionary S,"{""root"":""salañgát"",""processes"":[]}",,,,,salañgát,salangat
salañgsáñg,an object made of glass or other easily shattered material,Dictionary S,"{""root"":""salañgsáñg"",""processes"":[]}",,,,,salañgsáñg,salangsang
shattered,material,Dictionary S,"{""root"":""shattered"",""processes"":[]}",,,,,shattered,shattered
saláp,the entire leg,Dictionary S,"{""root"":""saláp"",""processes"":[]}",,,,,saláp,salap
salapí,"fifty centavos, fifty centavo piece",Dictionary S,"{""root"":""salapí"",""processes"":[]}",,,,,salapí,salapi
salapsáp,to carve or split off pieces of wood,Dictionary S,"{""root"":""salapsáp"",""processes"":[]}",,,,,salapsáp,salapsap
salása,crossbeam supporting the floor,Dictionary S,"{""root"":""salása"",""processes"":[]}",,,,,salása,salasa
salát,to change one thing for another (i -); to change clothes (aman-),Dictionary S,"{""root"":""salát"",""processes"":[]}",,,,,salát,salat
onsalát,next,Dictionary S,"{""root"":""salát"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating variant)"",""form"":""oN-"",""normalized_form"":""o"",""applied_allomorph"":""n""}]}",,,,,onsalát,onsalat
saláy,failure; to miss the mark (on -),Dictionary S,"{""root"":""saláy"",""processes"":[]}",,,,,saláy,salay
saláysay,"to examine, investigate (man -)",Dictionary S,"{""root"":""saláysay"",""processes"":[]}",,,,,saláysay,salaysay
salét,to put between,Dictionary S,"{""root"":""salét"",""processes"":[]}",,,,,salét,salet
salétsalét,to intersperse,Dictionary S,"{""root"":""salét"",""processes"":[{""type"":""reduplication"",""meaning"":""full reduplication (intensifier/frequentative)"",""form"":""full"",""normalized_form"":""full""}]}",,,,,salétsalét,saletsalet
salgér,to slit (man -),Dictionary S,"{""root"":""salgér"",""processes"":[]}",,,,,salgér,salger
sáli,"to attempt, try something (man -)",Dictionary S,"{""root"":""sáli"",""processes"":[]}",,,,,sáli,sali
salián na sapátos,shoe horn,Dictionary S,"{""root"":""salián na sapátos"",""processes"":[]}",,,,,salián na sapátos,salian na sapatos
salí,"foot, leg",Dictionary S,"{""root"":""salí"",""processes"":[]}",,,,,salí,sali
salígsig,split bamboo or timber,Dictionary S,"{""root"":""salígsig"",""processes"":[]}",,,,,salígsig,saligsig
salíksik,"roughness of timber, unplaned surface",Dictionary S,"{""root"":""salíksik"",""processes"":[]}",,,,,salíksik,saliksik
salín,occupy one’s place against another’s will,Dictionary S,"{""root"":""salín"",""processes"":[]}",,,,,salín,salin
saliñgsíñg,to prune the new shoots from a tree,Dictionary S,"{""root"":""saliñgsíñg"",""processes"":[]}",,,,,saliñgsíñg,salingsing
salípotpót,"enough; to be enough, completed to one’s satisfaction (on -)",Dictionary S,"{""root"":""salípotpót"",""processes"":[]}",,,,,salípotpót,salipotpot
salíta,"language, dialect, word, utterance; to talk, speak (man -)",Dictionary S,"{""root"":""salí"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",,,,,salíta,salita
pananalíta,way of speaking,Dictionary S,"{""root"":""alí"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""causative/instrumental nasal-assimilating"",""form"":""paN-"",""normalized_form"":""pa"",""applied_allomorph"":""n""},{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""},{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",,,,,pananalíta,pananalita
sásalítaen,"topic, subject",Dictionary S,"{""root"":""sásalí"",""processes"":[{""type"":""suffix"",""meaning"":""patient focus (non-completed)"",""form"":""-en"",""normalized_form"":""en""},{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",,,,,sásalítaen,sasalitaen
salíw,to buy (maN -),Dictionary S,"{""root"":""salíw"",""processes"":[]}",,,,,salíw,saliw
sálmar,"be gloomy (man -), become gloomy (on-)",Dictionary S,"{""root"":""sálmar"",""processes"":[]}",,,,,sálmar,salmar
salmíng,"glass, mirror, crystal; to see oneself in a mirror (man-)",Dictionary S,"{""root"":""salmíng"",""processes"":[]}",,,,,salmíng,salming
1saló,term of address used by a superior to an inferior,Dictionary S,"{""root"":""1saló"",""processes"":[]}",,,,,1saló,1salo
2saló,"then, it seems",Dictionary S,"{""root"":""2saló"",""processes"":[]}",,,,,2saló,2salo
salóbay,to mend (man -),Dictionary S,"{""root"":""salóbay"",""processes"":[]}",,,,,salóbay,salobay
salóg,to water (plants etc.) (man -),Dictionary S,"{""root"":""salóg"",""processes"":[]}",,,,,salóg,salog
salók,to loop the loop salokśók to skewer meat; insert stick etc. into chink or crack,Dictionary S,"{""root"":""salók"",""processes"":[]}",,,,,salók,salok
salomági,tamarind (tree or fruit),Dictionary S,"{""root"":""salomági"",""processes"":[]}",,,,,salomági,salomagi
salónson,to pile in line (man -),Dictionary S,"{""root"":""salónson"",""processes"":[]}",,,,,salónson,salonson
salóñg,team going somewhere to play; to go to another place for any definite purpose,Dictionary S,"{""root"":""salóñg"",""processes"":[]}",,,,,salóñg,salong
salóñgsoñg,resistance (by one group of another),Dictionary S,"{""root"":""salóñgsoñg"",""processes"":[]}",,,,,salóñgsoñg,salongsong
salóp,a ganta (three liters dry measure),Dictionary S,"{""root"":""salóp"",""processes"":[]}",,,,,salóp,salop
sálot,"pestilence, epidemic",Dictionary S,"{""root"":""sálot"",""processes"":[]}",,,,,sálot,salot
salsál,"feel the depth of water with the feet, test one's opinion",Dictionary S,"{""root"":""salsál"",""processes"":[]}",,,,,salsál,salsal
samák,partner in a business venture,Dictionary S,"{""root"":""samák"",""processes"":[]}",,,,,samák,samak
kasamák,tenant,Dictionary S,"{""root"":""kasamák"",""processes"":[]}",,,,,kasamák,kasamak
samál,poison; to poison (man -),Dictionary S,"{""root"":""samál"",""processes"":[]}",,,,,samál,samal
sáman,that (yonder or distant from interlocutors) (pl. saráman ) those,Dictionary S,"{""root"":""sám"",""processes"":[{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",,,,,sáman,saman
samár,"call in for, drop in for a while (on -)",Dictionary S,"{""root"":""samár"",""processes"":[]}",,,,,samár,samar
sámat,meandering of a river,Dictionary S,"{""root"":""sámat"",""processes"":[]}",,,,,sámat,samat
sámay,the (remote from interlocutors) (pl. sarámay ),Dictionary S,"{""root"":""sámay"",""processes"":[]}",,,,,sámay,samay
sambá,"oath, pledge, curse; to take an oath (man -); condemn, curse (-an )",Dictionary S,"{""root"":""sambá"",""processes"":[]}",,,,,sambá,samba
sambót,"to be on time, take advantage of an opportunity to do something (man-)",Dictionary S,"{""root"":""sambót"",""processes"":[]}",,,,,sambót,sambot
samít,sweetness; become sweet (on -),Dictionary S,"{""root"":""samít"",""processes"":[]}",,,,,samít,samit
masamít,"sweet, palatable, agreeable; sugar",Dictionary S,"{""root"":""samít"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masamít,masamit
samuét,occasionally but regularly,Dictionary S,"{""root"":""samuét"",""processes"":[]}",,,,,samuét,samuet
samót,"wanderer, poor man who eats from house to house",Dictionary S,"{""root"":""samót"",""processes"":[]}",,,,,samót,samot
1sampót,pole,Dictionary S,"{""root"":""1sampót"",""processes"":[]}",,,,,1sampót,1sampot
2sampót,end; to end (man-),Dictionary S,"{""root"":""2sampót"",""processes"":[]}",,,,,2sampót,2sampot
kasampotán,the end (e.g. of a story),Dictionary S,"{""root"":""kasampotán"",""processes"":[]}",,,,,kasampotán,kasampotan
samsám,"to seize, appropriate another’s property, snatch from another’s hands (man -); to abduct (maN-)",Dictionary S,"{""root"":""samsám"",""processes"":[]}",,,,,samsám,samsam
sananéy,"different, another; be varied (man -)",Dictionary S,"{""root"":""sananéy"",""processes"":[]}",,,,,sananéy,sananey
sanantónio,brown,Dictionary S,"{""root"":""sanantónio"",""processes"":[]}",,,,,sanantónio,sanantonio
sanáy,"expert, skilled; practice, exercise",Dictionary S,"{""root"":""sanáy"",""processes"":[]}",,,,,sanáy,sanay
sanáysay,"proverb, saying",Dictionary S,"{""root"":""sanáysay"",""processes"":[]}",,,,,sanáysay,sanaysay
sanéb,ambush; discreet,Dictionary S,"{""root"":""sanéb"",""processes"":[]}",,,,,sanéb,saneb
sanén,"on (past time), last (in reference to day",Dictionary S,"{""root"":""sanén"",""processes"":[]}",,,,,sanén,sanen
saníb,screen or similar contrivance for block light or wind,Dictionary S,"{""root"":""saníb"",""processes"":[]}",,,,,saníb,sanib
sanó,"when, on (future time)",Dictionary S,"{""root"":""sanó"",""processes"":[]}",,,,,sanó,sano
santíñg,pleasing aspect,Dictionary S,"{""root"":""santíñg"",""processes"":[]}",,,,,santíñg,santing
masantíñg,"nice, pleasant",Dictionary S,"{""root"":""santíñg"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masantíñg,masanting
sánto,saint; be holy,Dictionary S,"{""root"":""sán"",""processes"":[{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""}]}",,,,,sánto,santo
asantoán a,Christian name,Dictionary S,"{""root"":""asantoán a"",""processes"":[]}",,,,,asantoán a,asantoan a
ngarán,name,Dictionary S,"{""root"":""ngarán"",""processes"":[]}",,,,,ngarán,ngaran
masantós,"blessed, good (in sense of ‘good afternoon’ etc.)",Dictionary S,"{""root"":""santós"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masantós,masantos
sáñga,carpenter’s square,Dictionary S,"{""root"":""sáñga"",""processes"":[]}",,,,,sáñga,sanga
sañgá,"branch of tree, stalk of plant, stem; to grow branches (on-)",Dictionary S,"{""root"":""sañgá"",""processes"":[]}",,,,,sañgá,sanga
sañgál,"to weave two twines, cords, etc. together",Dictionary S,"{""root"":""sañgál"",""processes"":[]}",,,,,sañgál,sangal
sañgát,to ascend steps or any slight elevation (on-),Dictionary S,"{""root"":""sañgát"",""processes"":[]}",,,,,sañgát,sangat
sañggá,to parry a blow,Dictionary S,"{""root"":""sañggá"",""processes"":[]}",,,,,sañggá,sangga
sañgí,mouth,Dictionary S,"{""root"":""sañgí"",""processes"":[]}",,,,,sañgí,sangi
sañgkáp,dust pan,Dictionary S,"{""root"":""sañgkáp"",""processes"":[]}",,,,,sañgkáp,sangkap
sañgláy,Chinese,Dictionary S,"{""root"":""sañgláy"",""processes"":[]}",,,,,sañgláy,sanglay
sañgpót,"end, conclusion (=2sampót )",Dictionary S,"{""root"":""sañgpót"",""processes"":[]}",,,,,sañgpót,sangpot
sañgsáñg,"to discuss something, debate, argue (man -)",Dictionary S,"{""root"":""sañgsáñg"",""processes"":[]}",,,,,sañgsáñg,sangsang
1sapá,'may it be so',Dictionary S,"{""root"":""1sapá"",""processes"":[]}",,,,,1sapá,1sapa
2sapá,person found bargaining,Dictionary S,"{""root"":""2sapá"",""processes"":[]}",,,,,2sapá,2sapa
sapák,"well adjusted, opportune",Dictionary S,"{""root"":""sapák"",""processes"":[]}",,,,,sapák,sapak
sapál,"to sleep embracing a pillow, rolled-up blanket, etc. (man -)",Dictionary S,"{""root"":""sapál"",""processes"":[]}",,,,,sapál,sapal
sapáñg,tree used in dyeing and staining; dye,Dictionary S,"{""root"":""sapáñg"",""processes"":[]}",,,,,sapáñg,sapang
sapár,hand of bananas; cut a bunch of bananas,Dictionary S,"{""root"":""sapár"",""processes"":[]}",,,,,sapár,sapar
sapát,"place something on top of table, roof, etc. (on -); to mount a horse",Dictionary S,"{""root"":""sapát"",""processes"":[]}",,,,,sapát,sapat
sapatsapát,to mount or climb (-en ),Dictionary S,"{""root"":""sapatsapát"",""processes"":[]}",,,,,sapatsapát,sapatsapat
sapatá,"promise, pledge",Dictionary S,"{""root"":""sapatá"",""processes"":[]}",,,,,sapatá,sapata
sapátos,shoes,Dictionary S,"{""root"":""sapátos"",""processes"":[]}",,,,,sapátos,sapatos
sapí,kind of paper kite,Dictionary S,"{""root"":""sapí"",""processes"":[]}",,,,,sapí,sapi
sápin,saddle cloth,Dictionary S,"{""root"":""sáp"",""processes"":[{""type"":""suffix"",""meaning"":""patient/theme focus (completed)"",""form"":""-in"",""normalized_form"":""in""}]}",,,,,sápin,sapin
sapín,shoes,Dictionary S,"{""root"":""sapín"",""processes"":[]}",,,,,sapín,sapin
sápit,"to drain, filter, sift",Dictionary S,"{""root"":""sápit"",""processes"":[]}",,,,,sápit,sapit
sapnót,"not slippery, slightly sticky (of a surface)",Dictionary S,"{""root"":""sapnót"",""processes"":[]}",,,,,sapnót,sapnot
sápo,to free someone from danger or responsibility,Dictionary S,"{""root"":""sápo"",""processes"":[]}",,,,,sápo,sapo
sapók,atom; fine dust carried by the wind,Dictionary S,"{""root"":""sapók"",""processes"":[]}",,,,,sapók,sapok
sapól,to include,Dictionary S,"{""root"":""sapól"",""processes"":[]}",,,,,sapól,sapol
1sapót,"to complete, add to, make or be sufficient",Dictionary S,"{""root"":""1sapót"",""processes"":[]}",,,,,1sapót,1sapot
2sapót,spiderweb,Dictionary S,"{""root"":""2sapót"",""processes"":[]}",,,,,2sapót,2sapot
1sapsáp,kind of edible fish with flat circular body,Dictionary S,"{""root"":""1sapsáp"",""processes"":[]}",,,,,1sapsáp,1sapsap
2sapsáp,"to chip off, rasp; splinter, chip produced by rasping or adzing wood",Dictionary S,"{""root"":""2sapsáp"",""processes"":[]}",,,,,2sapsáp,2sapsap
sára,to fill,Dictionary S,"{""root"":""sára"",""processes"":[]}",,,,,sára,sara
sará,to close (door etc.),Dictionary S,"{""root"":""sará"",""processes"":[]}",,,,,sará,sara
sarábo,to distribute gifts to relatives etc. after one has returned from a journey,Dictionary S,"{""root"":""sarábo"",""processes"":[]}",,,,,sarábo,sarabo
pasarábo,gift given in such circumstances,Dictionary S,"{""root"":""sarábo"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,pasarábo,pasarabo
sarág,within (one’s) means,Dictionary S,"{""root"":""sarág"",""processes"":[]}",,,,,sarág,sarag
masarág,"able to do, having necessary resources",Dictionary S,"{""root"":""sarág"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masarág,masarag
sárañg,to air clothing,Dictionary S,"{""root"":""sárañg"",""processes"":[]}",,,,,sárañg,sarang
saráñg,to take a walk (on -),Dictionary S,"{""root"":""saráñg"",""processes"":[]}",,,,,saráñg,sarang
sarí,breaking through,Dictionary S,"{""root"":""sarí"",""processes"":[]}",,,,,sarí,sari
sasá,"‘puss, puss!’ (expression used when calling out a cat)",Dictionary S,"{""root"":""sasá"",""processes"":[]}",,,,,sasá,sasa
sasamék,to mix (man -),Dictionary S,"{""root"":""samék"",""processes"":[{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CV-"",""normalized_form"":""CV"",""partial_chunk"":""sa""}]}",,,,,sasamék,sasamek
sátan,that (near speaker) (pl. sarátan those),Dictionary S,"{""root"":""sát"",""processes"":[{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",,,,,sátan,satan
satsát,to unstitch (man -),Dictionary S,"{""root"":""satsát"",""processes"":[]}",,,,,satsát,satsat
sawá,"cloyed, tired of; become tired of, boring (on-)",Dictionary S,"{""root"":""sawá"",""processes"":[]}",,,,,sawá,sawa
makapakasawá,"dull, boring",Dictionary S,"{""root"":""kapakasawá"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,makapakasawá,makapakasawa
sawáli,flattened bamboo made into mat-like panels serving as walling for traditional-type houses,Dictionary S,"{""root"":""sawáli"",""processes"":[]}",,,,,sawáli,sawali
sawsáw,to dip in liquid (general term); dunk,Dictionary S,"{""root"":""sawsáw"",""processes"":[]}",,,,,sawsáw,sawsaw
sawsawán,sauce,Dictionary S,"{""root"":""sawán"",""processes"":[{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CVC-"",""normalized_form"":""CVC"",""partial_chunk"":""saw""}]}",,,,,sawsawán,sawsawan
say,the (pl. sáray ),Dictionary S,"{""root"":""say"",""processes"":[]}",,,,,say,say
sáya,this (pl. saráya these),Dictionary S,"{""root"":""sáya"",""processes"":[]}",,,,,sáya,saya
sayá,gaiety,Dictionary S,"{""root"":""sayá"",""processes"":[]}",,,,,sayá,saya
masayá,"lively, happy, full of gaiety",Dictionary S,"{""root"":""sayá"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masayá,masaya
sayaksák,"be happy, in good humor",Dictionary S,"{""root"":""sayaksák"",""processes"":[]}",,,,,sayaksák,sayaksak
masayaksák,"happy, contented, in festive mood",Dictionary S,"{""root"":""sayaksák"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masayaksák,masayaksak
sáyañg,too bad; it’s a pity,Dictionary S,"{""root"":""sáyañg"",""processes"":[]}",,,,,sáyañg,sayang
sayáp,earthen pot used in cooking fish or vegetables,Dictionary S,"{""root"":""sayáp"",""processes"":[]}",,,,,sayáp,sayap
sayár,"to scrape bottom, run aground, drag; to become tired from heavy work, etc.",Dictionary S,"{""root"":""sayár"",""processes"":[]}",,,,,sayár,sayar
sayáw,to dance (on -),Dictionary S,"{""root"":""sayáw"",""processes"":[]}",,,,,sayáw,sayaw
sayorsór,kind of small fishing net,Dictionary S,"{""root"":""sayorsór"",""processes"":[]}",,,,,sayorsór,sayorsor
saysáy,"crack, fissure",Dictionary S,"{""root"":""saysáy"",""processes"":[]}",,,,,saysáy,saysay
sebég,to quarrel,Dictionary S,"{""root"":""sebég"",""processes"":[]}",,,,,sebég,sebeg
sebél,"to prohibit (i -), impede (-an ); prohibited",Dictionary S,"{""root"":""sebél"",""processes"":[]}",,,,,sebél,sebel
sébo,"rendered or dry fat, tallow",Dictionary S,"{""root"":""sébo"",""processes"":[]}",,,,,sébo,sebo
sedsér,compact; to compress,Dictionary S,"{""root"":""sedsér"",""processes"":[]}",,,,,sedsér,sedser
segáñg,be acute,Dictionary S,"{""root"":""segáñg"",""processes"":[]}",,,,,segáñg,segang
masegáñg,"acute, severe",Dictionary S,"{""root"":""segáñg"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masegáñg,masegang
segép,"to ascend, climb, go upstairs (on -)",Dictionary S,"{""root"":""segép"",""processes"":[]}",,,,,segép,segep
sEgúndo,"second (congressional district, etc.)",Dictionary S,"{""root"":""sEgúndo"",""processes"":[]}",,,,,sEgúndo,segundo
sEgúro,"be sure, surely",Dictionary S,"{""root"":""sEgúro"",""processes"":[]}",,,,,sEgúro,seguro
sEgurádo,"certainly, surely",Dictionary S,"{""root"":""sEgurádo"",""processes"":[]}",,,,,sEgurádo,segurado
sEis,six,Dictionary S,"{""root"":""sEis"",""processes"":[]}",,,,,sEis,seis
secá,to dig (man -),Dictionary S,"{""root"":""secá"",""processes"":[]}",,,,,secá,seca
sékder,pillar,Dictionary S,"{""root"":""sékder"",""processes"":[]}",,,,,sékder,sekder
sEcrEtário,secretary,Dictionary S,"{""root"":""sEcrEtário"",""processes"":[]}",,,,,sEcrEtário,secretario
seksék,"filled, packed tight, stuffed; to stuff fish etc. (man -)",Dictionary S,"{""root"":""seksék"",""processes"":[]}",,,,,seksék,seksek
sElEbrár,to celebrate (man -),Dictionary S,"{""root"":""sElEbrár"",""processes"":[]}",,,,,sElEbrár,selebrar
